ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;Expositor termico Tokyo industrial md lr-ws-1000 temp 60n-85nc 1.02x0.95x1.92mts;1;12863000;;;;;;GET-LRWS1000;;;TOKYO INDUSTRIAL;6932398814553;;;108,00;213,00;113,00;649,86;;;;;;;;;;;EXPOSITOR TERMICOTOKYO INDUSTRIALMODELO, LR-WS-1000;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GET-LRWS1000.jpg;;;;;
;Expositor termico Tokyo industrial md lrh-97l c/display 30n-90nc 0.46x0.45x0.79m;1;3453000;;;;;;GET-LRH97L;;;TOKYO INDUSTRIAL;6932398812313;;;55,00;85,00;55,00;64,28;;;;;;;;;;;EXPOSITOR TERMICO TOKYO INDSUTRIAL MODELO, LRH-97L CON DISPLAY.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GET-LRH97L.jpg;;;;;
;Expositor vertical Tokyo  frio seco md cgtokvs540fs 1p 540l com/495l neto;1;4255000;;;;;;CGTOKVS540FS;;;TOKYO;7841175011964;;;75,00;211,00;74,00;292,76;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/CGTOKVS540FS.jpg;;;;;
;Expositor vert.Tokyo frio seco mod cgtokicvs400fs 1pta 400l com/335l neto;1;3376000;;;;;;CGTOKICVS400FS;;;TOKYO;7841175012121;;;66,00;201,50;66,00;219,43;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/CGTOKICVS400FS.jpg;;;;;
;Expositor vertical Tokyo  mod tokvs350 panel led 350l com/330l neto;1;3191000;;;;;;CGTOKVS350D;;;TOKYO;7841175012312;;;64,50;191,60;67,50;208,54;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/O&http://181.40.23.235:8099/files/imagenes/productos/\APLIC\IMAGENES\manuales\explod_view\CGTOKVS350D.pdf;;;;;
;Exprimidor de cítricos inox Skymsen inox mod ex 60l/h 1750rpm 1/4hp 220v 50hz;1;867000;;;;;;GECSI-EX;;;SKYMSEN;7895707656963;;;48,00;85,00;41,00;216,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GECSI-EX.jpg;;;;;
;Exprimidor Tokyo limon 40w 220v/50hz cod b92400232;1;94000;;;;;;EDTELIMON;;;TOKYO;7896443130649;;;17,00;17,00;22,00;1,59;;;;;;;;;;;EXPRIMIDOR DE LIMóN ;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTELIMON.JPG;;;;;
;Exprimidora de jugos industrial Skymsen mod cse 1/2 hp  220v/50hz;1;4757000;;;;;;GEJIS-CSE;;;SKYMSEN;7895707641822;;;33,00;46,00;61,00;23,15;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GEJIS-CSE.jpg;;;;;
;Extractor de jugos Tokyo fruit max 600w 2 veloc cap para pulpa 1.4l;1;256000;;;;;;EDTEFMAX;;;TOKYO;7841175010240;;;30,50;21,50;33,50;5,49;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTEFMAX-N.jpg;;;;;
;Exprimidor Moulinex pc30 vitapress 600ml;1;191000;;;;;;EDXEPC30;;;MOULINEX;3045386373543;;;37,80;21,30;40,00;8,05;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDXEPC30-N.jpg;;;;;
;Exprimidora Tokyo twist 25w 600ml;1;90000;;;;;;EDTETWIST;;;TOKYO;7841175010257;;;19,00;19,00;20,50;1,85;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTETWIST-N.jpg;;;;;
;Extrator de jugos Robot coupe mod j80 ultra np 230/50/1;1;10847000;;;;;;GEJRC-J80U;;;ROBOT COUPE;;;;53,50;50,20;23,50;15,78;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GEJRC-J80U.jpg;;;;;
;Exprimidor Tokyo tok-bl inox citrus juicer 180w;1;197000;;;;;;EDTEXPJC2018H;;;TOKYO;7841175013340;;;19,50;30,00;24,00;3,51;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTEXPJC2018H-N.jpg;;;;;
;Fabricadora de hielo Ecosilkon  zbl60 30/60kg/24h cap deposito 20kg  acero inox;1;5265000;;;;;;GFHE-ZBL60;;;ECOSILKON;7841175008926;;;71,50;91,50;65,50;107,13;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHE-ZBL60.jpg;;;;;
;Extractor de jugos Moulinex 800w capacidad 2litros ju610d;1;572000;;;;;;EDXEJU610D;;;MOULINEX;3016661149665;;;49,80;39,70;46,70;23,08;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDXEJU610D-N.jpg;;;;;
;Fabricadora hielo Ecosilkon zbl150 75/150kg/24h cap dep 90kg ac.inox;1;11129000;;;;;;GFHE-ZBL150;;;ECOSILKON;7841175008902;;;68,00;148,00;89,00;223,92;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHE-ZBL150.jpg;;;;;
;Fabricadora de hielo Ecosilkon bala md zb26 13/26kg/24h cap deposito 6k inx filt;1;3036000;;;;;;GFHE-ZB26;;;ECOSILKON;7841175008896;;;58,50;71,00;47,00;48,80;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHE-ZB26.jpg;;;;;
;Fabricadora de hielo Tokyo tok-im 8.7kgs carga manual inox;1;983000;;;;;;CGFHTOKIM;;;TOKYO;7841175013166;;;29,00;46,00;45,80;15,27;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/CGFHTOKIM.jpg;;;;;
;Forrajera Trapp trf-300 2hp c/ correa;1;3601000;;;;;;EDPTRITRF30;;;TRAPP;7896260205629;;;74,00;103,00;70,00;133,39;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDPTRITRF30.jpg;;;;;
;Fabricadora hielo Ecosilkon zbl280 250kg/24h cap dep 160 kg ac.inox.;1;15088000;;;;;;GFHE-ZBL280;;;ECOSILKON;7841175010769;;;95,00;84,00;88,00;175,56;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHE-ZBL280.jpg;;;;;
;Fabricadora de hielo Ecosilkon mod zbl9 40/90kg/24h cap deposito 48kg ac inox fi;1;8405000;;;;;;GFHE-ZBL90;;;ECOSILKON;7841175008919;;;68,00;111,00;76,50;144,36;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHE-ZBL90.jpg;;;;;
;Fabricadora hielo Ecosilkon zbl180 160kg/24h cap dep 160 kg ac.inox;1;12354000;;;;;;GFHE-ZBL180;;;ECOSILKON;7841175010752;;;95,00;84,00;154,50;308,23;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHE-ZBL180.jpg;;;;;
;Forrajera Trapp trf-400 2hp;1;2781000;;;;;;EDPTRF400;;;TRAPP;7896260205384;;;58,20;105,30;85,60;131,15;;;;;;;;;;;2HP, 2 MARTLLOS FIJOS, 2 CUCHILLAS, PRODUCCIóN DE RACION VERDE 700/400KG/H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDPTRF400.jpg;;;;;
;Freidora a gas Metvisa   tfg-6 7lts tacho redondo;1;613000;;;;;;GFRMT-TFG6;;;METVISA;7899511903190;;;49,50;30,50;58,00;21,89;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRMT-TFG6.jpg;;;;;
;Freidora electrica Progas   pr-310e 1 can. 3.5 ltrs;1;1006000;;;;;;GFRPG-PR310E;;;PROGAS;7898466530567;;;35,00;25,00;44,00;9,63;;;;;;;;;;;FREIDORA ELECTRICA -TACHO REDONDO-RESISTENCIA EN ACERO INOXIDABLE-TERMOSTATO PARA CONTROL DE TEMPERATURA;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRPG-PR310E.jpg;;;;;
;Freidora electrica Metvisa  fie 23lts aceite y 15lts agua 5000w;1;2377000;;;;;;GFRMT-FIE;;;METVISA;7899511900311;;;53,00;102,00;49,00;66,22;;;;;;;;;;;FREIDORA ELECTRICA AGUA Y ACEITE METVISA MODELO FIE;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRMT-FIE.jpg;;;;;
;Freidora electrica Tokyo industrial 10lts 3000w ef-17l;1;1258000;;;;;;GFT-EF17;;;TOKYO INDUSTRIAL;6932398814560;;;36,00;44,00;60,00;23,76;;;;;;;;;;;FREIDORA DE MESA. ESTRUCTURA EN ACERO INOXIDABLE. 1 TANQUE. LLAVE ENCENDIDO/APAGADO. TERMOSTATO. 1 CESTO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFT-EF17.jpg;;;;;
;Freidora a gas Venancio agua y aceite mod sfaog50 acero inox;1;10704000;;;;;;GFVSFAOG50;;;VENANCIO;7893956005969;;;40,00;76,00;112,00;85,12;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFVSFAOG50.jpg;;;;;
;Freidora electrica Tokyo industrial ef-12l2 2tanques 12lts;1;3313000;;;;;;GFT-EF12L2;;;TOKYO INDUSTRIAL;6932398814577;;;60,00;44,00;70,00;46,20;;;;;;;;;;;FREIDORA ELECTRICA DE MESA. CAPACIDAD, 2 TANQUES DE 10 LITROSC/U. ESTRUCTURA EN ACERO INOXIDABLE. TERMOSTATO INDIVIDUAL. LUZ PILOTO. VALVULA DE DESAGOTE FRONTAL.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFT-EF12L2.jpg;;;;;
;Freidora electrica Venancio agua y oleo de pie 5000w 29lts c/gabinete sfao6;1;1620000;;;;;;GFV-SFAO6;;;VENANCIO;0789395600247;;;52,00;92,00;44,00;52,62;;;;;;;;;;;FREIDORA ELECTRICA DE PIE. CAPACIDAD PARA 19 LTS. DE ACEITE Y 10 LTS. DE AGUA. CUERPO íNTEGRAMENTE EN ACERO INOX. 2 CESTOS RECTANGULARES. TERMOSTATO REGULABLE DE 50 A 200ºC. CON RUEDAS.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFV-SFAO6.jpg;;;;;
;Freidora Moulinex easy pro 3l mod. am338070;1;508000;;;;;;EDXFMFR33;;;MOULINEX;3045386373215;;;27,00;32,00;43,00;9,29;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDXFMFR33.jpg;;;;;
;Freidora inox Tokyo mod fry3 cod b97200182 3lts 2100w 220v 50hz;1;283000;;;;;;EDTFRY3;;;TOKYO;7896443130762;;;43,30;23,40;24,60;6,23;;;;;;;;;;;FREIDORA FRY3 3 LTS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTFRY3.jpg;;;;;
;Freidora inox Tokyo mod fry4 cod b97200192 4lts 2200w 220v 50hz;1;305000;;;;;;EDTFRY4;;;TOKYO;7896443130779;;;43,30;23,40;26,10;6,61;;;;;;;;;;;FREIDORA FRY4 4LTS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTFRY4.jpg;;;;;
;Frezzer horizontal comercial Inelro mod fih-350 pi 333lts aire forzado de -18 a;1;3190000;;;;;;GFHCIN-FIH350PI;;;INELRO;7798295540075;;;117,50;96,50;68,00;192,76;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHCIN-FIH350PI.jpg;;;;;
;Freidora pr-3000e elect. Progas agua y aceite 30 lt de pie c/cesto  220/50;1;5772000;;;;;;GFRPG-PR3000E;;;PROGAS;7898466537405;;;90,20;98,60;50,70;112,73;;;;;;;;;;;FREIDROA ELECTRICA PROGASMODELO, PR3000EESTRUCTURA EN ACERO INOX CEPILLADOCUBA EN ACERO INOXCAPACIDAD, 25 LTSREGIDTRO PARA DESAGUE DE RESIDUOS AGUA/ACEITERESISTENCIA EN ACERO INOX . BLINDADARUEDAS PARA MEJOR MOVILIDAD DEL EQUIPO.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRPG-PR3000E.jpg;;;;;
;Frigobar Whirlpool vintage wra08bgd marsala 80l frio humedo + adaptador;1;2929000;;;;;;HEWRA08BGDWA;;;WHIRLPOOL;7891129251854;;;48,20;80,70;51,90;50,47;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRA08BGDWA.jpg;;;;;
;Freidora pr-2000e elect. Progas agua y aceite 18 lt de pie c/cesto 220/50;1;3200000;;;;;;GFRPG-PR2000E;;;PROGAS;7898466537412;;;59,70;98,70;50,70;74,69;;;;;;;;;;;FREIDORA ELECTRICA PROGASMODELO, PR2000E3 CESTOSESTRUCTURA EN ACERO INOX CON ACABADO EN PINTURA EPOXI ANTICCORROSIVACUBA EN ACERO INOXRESISTENCIA EN ACERO INOX BLINDADATERMOSTATO PARA CONTROL DE TEMPERATURAREGISTRO PARA DESAGUE DE RESIDUOS. AGUA/ACEITELUZ PILOTOCON RUEDAS PARA MEJOR DESPLZAMANIENTO DEL EQUIPO.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRPG-PR2000E.jpg;;;;;
;Frigobar Whirlpool vintage wra08bzd azul noche 80l f/h + adaptador;1;2929000;;;;;;HEWRA08BZDWA;;;WHIRLPOOL;7891129251861;;;48,20;80,70;51,90;50,47;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRA08BZDWA.jpg;;;;;
;Freidora Progas 7lts c/ cesto a gas mod pr-70g;1;371000;;;;;;GFGP-PR70G;;;PROGAS;7898466530666;;;46,50;32,00;55,00;20,46;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFGP-PR70G.jpg;;;;;
;Frigobar Whirlpool vintage wra08bbd blanco hielo 80l frio humedo;1;2929000;;;;;;HEWRA08BBDWA;;;WHIRLPOOL;7891129251847;;;51,20;66,00;56,00;47,31;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRA08BBDWA.jpg;;;;;
;Frigobar Whirlpool vintage wra08avd rojo 80l frio humedo + adaptador;1;2929000;;;;;;HEWHWRA08AVDWA;;;WHIRLPOOL;7797750007481;;;51,00;65,00;56,00;46,41;;;;;;;;;;;CAP. 80 LTSANAQUEL FIJO EN LA CONTRAPUERTACAJóN PARA FRUTAS Y VERDURASEFICIENCIA ENERGéTICA AMANIJA Y LOGO VINTAGERACK DE LATAS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRA08AVDWA.jpg;;;;;
;Freidora Tokyo frei5 inox 5l 1830-2180w 220v 50hz;1;395000;;;;;;EDTFREI5;;;TOKYO;7841175008445;;;41,70;39,10;29,00;11,82;;;;;;;;;;;CON FILTRO DE CARBóN, MANIJAS LATERALES Y CANASTILLA METáLICA;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTFREI5.jpg;;;;;
;Frigobar Whirlpool wra12akdwa 120l inox frio humedo;1;2322000;;;;;;HEWHWRA12AKDWA;;;WHIRLPOOL;7891129253414;;;48,20;86,20;51,90;53,91;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRA12AKDWA.jpg;;;;;
;Heladera Tokyo magna hd-416 frio humedo 2puertas inox con dispenser;1;2703000;;;;;;HETOKMMI320;;;TOKYO;7841175012909;;;65,50;180,30;70,00;206,67;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMMI320.jpg;;;;;
;Grill Imusa ad talent mod 0383700;1;79000;;;;;;UTIG0383700;;;IMUSA;;;;26,50;8,00;45,00;2,39;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIG0383700-N.jpg;;;;;
;Hamburguesera Progas doble 1prensa a gas mod pr-950gn;1;722000;;;;;;GHP-PR950GN;;;PROGAS;7898466529608;;;45,00;16,00;98,00;24,40;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHP-PR950GN.jpg;;;;;
;Grillera George foreman gr2144 9 porciones + adaptador;1;363000;;;;;;EDGFGR2144P;;;GEORGE FOREMAN;027043994776;;;36,80;47,70;13,20;5,79;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDGFGR2144P.jpg;;;;;
;Heladera comercial Ecosilkon blanca 4ptas  gc4pb/mc4pi;1;11224000;;;;;;GHEGC4PB;;;ECOSILKON;;;;80,00;218,00;135,00;588,60;;;;;;;;;;;HELADERA COMERCIAL 4 PUERTAS. UTILIZACIòN, CONSERVACIòN DE ALIMENTOS Y BEBIDAS. CAPACIDAD, 700 LITROS. ESTRUCTURA EN CHAPA DE ACERO CON PINTURA BLANCA ANTICORROSIVA. INTERIOR EN CHAPA DE ACERO GALVANIZADO. AISLAMIENTO TERMICO EN POLIURETANO INYECTADO. CONTROLADOR DIGITAL;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHEGC4PB.jpg;;;;;
;Grillera George foreman gr2080 5 porciones + adaptador;1;280000;;;;;;EDGFGR2080R;;;GEORGE FOREMAN;027043994769;;;33,40;33,50;12,50;3,50;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDGFGR2080R.jpg;;;;;
;Hamburguesera Progas con tapa mod pr-700gn;1;437000;;;;;;GHP-PR700GN;;;PROGAS;7898466529592;;;45,00;18,00;67,00;15,30;;;;;;;;;;;HAMBURGUESERA MEDIA PRENSA. ESTRUCTURA EN CHAPA DE ACERO.GAVETA MOVIL CON QUEMADORES TUBULARES.DOS PERILLAS.MEDIA PRENSA EN CHAPA DE ACERO. MANGO EN POLIPROPILENO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHP-PR700GN.jpg;;;;;
;Hamburguesera electr. Progas  pr-700e;1;1743000;;;;;;GHAPG-PR700E;;;PROGAS;7898466540610;;;46,00;17,50;67,00;13,48;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHAPG-PR700E.jpg;;;;;
;Heladera Tokyo mod magna hd-273 frio humedo  2puertas blanca;1;1457000;;;;;;HETOKMMAGNA;;;TOKYO;7841175012442;;;58,50;145,00;58,50;124,06;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMMAGNA.jpg;;;;;
;Heladera Tokyo mod magna  hd-341 frio humedo 2puertas inox;1;2096000;;;;;;HETOKMMI257;;;TOKYO;7841175012893;;;58,50;167,40;60,50;148,12;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMMI257.jpg;;;;;
;Heladera Tokyo mod tok252p 2puertas 220v-240v/50hz;1;1453000;;;;;;HETOK252P;;;TOKYO;7841175006502;;;52,00;161,00;55,00;115,12;;;;;;;;;;;250 LTS, 2 PUERTAS, FRIO HúMEDO TROPICALIZADO, ESTANTES REGULABLES DE VIDRIO TEMPLADO, CRISPER P/ FRUTAS Y VERDURAS, 1 PARRILLA EN EL CONGELADOR,3 ANAQUELES MULTIUSO, LUZ INTERIOR,CONTROL DE TEMPERATURA.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK252P.JPG;;;;;
;Heladera Tokyo mod tok45fsid frio seco 2puertas inox  c/dispenser;1;3099000;;;;;;HETOK45FSID;;;TOKYO;7841175010691;;;60,00;178,40;70,20;187,86;;;;;;;;;;;HELADERA 450 LITROS INOXIDABLE CON DISPENSER;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK45FSID.jpg;;;;;
;Heladera Tokyo mod magna hd-416 frio humedo 2puertas blanca ;1;2511000;;;;;;HETOKMM320;;;TOKYO;7841175012886;;;65,50;180,30;70,00;206,67;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMM320.jpg;;;;;
;Heladera Tokyo mod tokh9 76l para oficina 220v 50hz;1;962000;;;;;;HETOKH9;;;TOKYO;7841175006199;;;47,00;71,50;48,50;40,75;;;;;;;;;;;HELADERA DE OFICINA 76 LTS.,1 PUERTA,FRIO HúMEDO,2 REJILLAS REMOVIBLES .;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKH9.JPG;;;;;
;Heladera Tokyo mod tok45fsd frio seco 2puertas blanca  c/dispenser;1;3099000;;;;;;HETOK45FSD;;;TOKYO;7841175008292;;;64,70;178,00;70,50;202,98;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK45FSD.jpg;;;;;
;Heladera Tokyo mod tokofi 67l para oficina 220v 50hz;1;918000;;;;;;HETOKOFI;;;TOKYO;7841175012374;;;46,50;64,20;54,20;40,45;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKOFI.jpg;;;;;
;Heladera Tokyo mod  magna hd-341 frio humedo 2puertas blanca;1;1982000;;;;;;HETOKMM257;;;TOKYO;7841175012879;;;58,50;167,40;60,50;148,12;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMM257.jpg;;;;;
;Heladera Whirlpool french door wro80ckdwa 540l evox frio seco + adaptador;1;7898000;;;;;;HEWHWRO80CKDWA;;;WHIRLPOOL;7891129254091;;;87,00;190,80;81,30;337,39;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRO80CKDWA.jpg;;;;;
;Heladera Whirlpool big foot wre80bkdwa 586l evox frio seco panel touch + adaptad;1;8446000;;;;;;HEWRE80BKDWA;;;WHIRLPOOL;7891129242043;;;77,70;190,50;86,00;318,24;;;;;;;;;;;HELADERA WHIRLPOOL MOD. WRE80BKDWA 586LTRS, FRIO SECO, PANEL TOUCH, TECNOLOGíA SEXTO SENTIDO, SMART ICE, FREEZER INFERIOR;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRE80BKDWA.jpg;;;;;
;Heladera Whirlpool combi wre57ak 443l evox frio seco panel touch;1;6735000;;;;;;HEWHWRE57AKDWC;;;WHIRLPOOL;7891129264205;;;77,00;189,00;79,40;288,88;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRE57AKDWC.jpg;;;;;
;Heladera Whirlpool wrm45ak 400l evox frio seco panel touch;1;4042000;;;;;;HEWHWRM45AKDWC;;;WHIRLPOOL;7891129266353;;;180,00;65,20;74,70;595,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM45AKDWC.jpg;;;;;
;Heladera Whirlpool wrm45ab 400l blanco frio seco panel touch;1;3944000;;;;;;HEWHWRM45ABDWC;;;WHIRLPOOL;7891129266346;;;180,00;65,20;74,70;595,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM45ABDWC.jpg;;;;;
;Heladera Whirlpool wrm56ab 462l blanco frio seco panel touch;1;6227000;;;;;;HEWHWRM56ABDWC;;;WHIRLPOOL;7891129263840;;;70,10;184,00;72,50;233,78;;;;;;;;;;;, ;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM56ABDWC.jpg;;;;;
;Heladera Whirlpool wrm54ak 426l evox frio seco panel touch;1;4486000;;;;;;HEWHWRM54AKDWC;;;WHIRLPOOL;7891129266377;;;184,70;62,10;75,50;675,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM54AKDWC.jpg;;;;;
;Heladera Whirlpool wrm56ak 462l evox frio seco panel touch;1;6331000;;;;;;HEWHWRM56AKDWC;;;WHIRLPOOL;7891129263857;;;70,10;184,00;72,50;233,78;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM56AKDWC.jpg;;;;;
;Heladera Whirlpool wrm57ak 500l evox frio seco panel touch;1;6842000;;;;;;HEWHWRM57AKDWC;;;WHIRLPOOL;7891129264328;;;70,10;194,00;72,50;246,49;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM57AKDWC.jpg;;;;;
;Heladera Whirlpool wrm54ab 426l blanco frio seco panel touch;1;4437000;;;;;;HEWHWRM54ABDWC;;;WHIRLPOOL;7891129266360;;;184,70;62,10;75,50;675,00;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM54ABDWC.jpg;;;;;
;Hervidora Moulinex mod by320a10 soleil 1.7lts;1;254000;;;;;;EDXHBY320A10;;;MOULINEX;3045386380114;;;19,10;24,60;22,10;2,60;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDXHBY320A10-N.jpg;;;;;
;Hervidora Arno vision mod kv06 / ko1515b2 1.5l 2400w rosado transparente;1;127000;;;;;;EDAHKV06;;;ARNO;3045386377213;;;21,60;18,90;21,90;2,24;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAHKV06-N.jpg;;;;;
;Hervidora para mate Arno negra mod kcha 2000w 1.7lts 220v;1;218000;;;;;;EDAHKCHA;;;ARNO;3045386362592;;;20,00;26,00;14,00;1,82;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAHKCHA.jpg;;;;;
;Horno de conveccion micro elec Turbochef mod eco 220v 50hz  7.4kw;1;50384000;;;;;;GHET-ECO1;;;TURBOCHEF;;;;84,00;61,00;87,00;111,45;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHET-ECO1.jpg;;;;;
;Horno de conveccion micro elec Turbochef double batch  hhd-9500-4-ew  220v 50hz;1;82001000;;;;;;GHET-HHD95004EW;;;TURBOCHEF;;;;102,00;91,00;99,00;229,73;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHET-HHD95004EW.jpg;;;;;
;Horno de conveccion micro elec Turbochef mod eco 220v 50hz  7.4kw;1;50384000;;;;;;GHET-ECO1TK;;;TURBOCHEF;;;;84,00;61,00;87,00;111,45;;;;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHET-ECO1TK.jpg;;;;;
