ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;Freidora electrica Progas- pr-310e 1 can. 3.5 ltrs;1;1006000;;;;;;GFRPG-PR310E;;;PROGAS;7898466530567;;;35,00;25,00;44,00;9,63;;;3;;;;;;;;FREIDORA ELECTRICA -TACHO REDONDO-RESISTENCIA EN ACERO INOXIDABLE-TERMOSTATO PARA CONTROL DE TEMPERATURA;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRPG-PR310E.jpg;;;Marca:PROGAS&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Freidora electrica Tokyo industrial 10lts 3000w ef-17l;1;1258000;;;;;;GFT-EF17;;;TOKYO INDUSTRIAL;6932398814560;;;36,00;44,00;60,00;23,76;;;3;;;;;;;;FREIDORA DE MESA. ESTRUCTURA EN ACERO INOXIDABLE. 1 TANQUE. LLAVE ENCENDIDO/APAGADO. TERMOSTATO. 1 CESTO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFT-EF17.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Freidora electrica Tokyo industrial ef-12l2 2tanques 12lts;1;3313000;;;;;;GFT-EF12L2;;;TOKYO INDUSTRIAL;6932398814577;;;60,00;44,00;70,00;46,20;;;3;;;;;;;;FREIDORA ELECTRICA DE MESA. CAPACIDAD, 2 TANQUES DE 10 LITROSC/U. ESTRUCTURA EN ACERO INOXIDABLE. TERMOSTATO INDIVIDUAL. LUZ PILOTO. VALVULA DE DESAGOTE FRONTAL.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFT-EF12L2.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Freidora Moulinex easy pro 3l mod. am338070;1;528000;;;;;;EDXFMFR33;;;MOULINEX;3045386373215;;;27,00;32,00;43,00;9,29;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDXFMFR33.jpg;;;Marca:MOULINEX&Producto:FREIDORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Freidora electrica Venancio agua y oleo de pie 5000w 29lts c/gabinete sfao6;1;1620000;;;;;;GFV-SFAO6;;;VENANCIO;0789395600247;;;52,00;92,00;44,00;52,62;;;3;;;;;;;;FREIDORA ELECTRICA DE PIE. CAPACIDAD PARA 19 LTS. DE ACEITE Y 10 LTS. DE AGUA. CUERPO íNTEGRAMENTE EN ACERO INOX. 2 CESTOS RECTANGULARES. TERMOSTATO REGULABLE DE 50 A 200ºC. CON RUEDAS.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFV-SFAO6.jpg;;;Marca:VENANCIO&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Freidora pr-2000e elect. Progas agua y aceite 18 lt de pie c/cesto 220/50;1;3200000;;;;;;GFRPG-PR2000E;;;PROGAS;7898466537412;;;59,70;98,70;50,70;74,69;;;3;;;;;;;;FREIDORA ELECTRICA PROGASMODELO, PR2000E3 CESTOSESTRUCTURA EN ACERO INOX CON ACABADO EN PINTURA EPOXI ANTICCORROSIVACUBA EN ACERO INOXRESISTENCIA EN ACERO INOX BLINDADATERMOSTATO PARA CONTROL DE TEMPERATURAREGISTRO PARA DESAGUE DE RESIDUOS. AGUA/ACEITELUZ PILOTOCON RUEDAS PARA MEJOR DESPLZAMANIENTO DEL EQUIPO.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRPG-PR2000E.jpg;;;Marca:PROGAS&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Freidora pr-3000e elect. Progas agua y aceite 30 lt de pie c/cesto-220/50;1;5772000;;;;;;GFRPG-PR3000E;;;PROGAS;7898466537405;;;90,20;98,60;50,70;112,73;;;3;;;;;;;;FREIDROA ELECTRICA PROGASMODELO, PR3000EESTRUCTURA EN ACERO INOX CEPILLADOCUBA EN ACERO INOXCAPACIDAD, 25 LTSREGIDTRO PARA DESAGUE DE RESIDUOS AGUA/ACEITERESISTENCIA EN ACERO INOX . BLINDADARUEDAS PARA MEJOR MOVILIDAD DEL EQUIPO.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFRPG-PR3000E.jpg;;;Marca:PROGAS&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Freidora Progas 7lts c/ cesto a gas mod pr-70g;1;371000;;;;;;GFGP-PR70G;;;PROGAS;7898466530666;;;46,50;32,00;55,00;20,46;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFGP-PR70G.jpg;;;Marca:PROGAS&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Freidora Tokyo frei5 inox 5l 1830-2180w 220v 50hz;1;411000;;;;;;EDTFREI5;;;TOKYO;7841175008445;;;41,70;39,10;29,00;11,82;;;3;;;;;;;;CON FILTRO DE CARBóN, MANIJAS LATERALES Y CANASTILLA METáLICA;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTFREI5.jpg;;;Marca:TOKYO&Producto:FREIDORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Freidora tokyo ind mod lr-ef-101b tacho rectangular 5lts 3000w 220v;1;478000;;;;;;GT-LREF101B;;;TOKYO INDUSTRIAL;6932398812320;;;36,00;39,00;55,00;19,31;;;3;;;;;;;;FREIDORA TOKYO INDUSTRIALMODELO, LR-EF-101BTACHO RECTANGULAR CAPACIDAD, 5 LTS3000W220V;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/O&http://181.40.23.235:8099/files/imagenes/productos/\APLIC\IMAGENES\manuales\explod_view\GT-LREF101B.xlsx;;;Marca:TOKYO INDUSTRIAL&Producto:FREIDORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Frigobar Whirlpool vintage wra08bbd blanco hielo 80l frio humedo;1;3046000;;;;;;HEWRA08BBDWA;;;WHIRLPOOL;7891129251847;;;51,20;66,00;56,00;47,31;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRA08BBDWA.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Frezzer horizontal comercial Inelro mod fih-350 pi 333lts aire forzado de -18 a;1;3190000;;;;;;GFHCIN-FIH350PI;;;INELRO;7798295540075;;;117,50;96,50;68,00;192,76;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GFHCIN-FIH350PI.jpg;;;Marca:INELRO&Producto:REFRIGERACION COMERCIAL&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Frigobar Whirlpool vintage wra08avd rojo 80l frio humedo + adaptador;1;3046000;;;;;;HEWHWRA08AVDWA;;;WHIRLPOOL;7797750007481;;;51,00;65,00;56,00;46,41;;;3;;;;;;;;CAP. 80 LTSANAQUEL FIJO EN LA CONTRAPUERTACAJóN PARA FRUTAS Y VERDURASEFICIENCIA ENERGéTICA AMANIJA Y LOGO VINTAGERACK DE LATAS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRA08AVDWA.jpg;;;Marca:WHIRLPOOL&Producto:LINEA BLANCA&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Frigobar Whirlpool vintage wra08bgd marsala 80l frio humedo + adaptador;1;3046000;;;;;;HEWRA08BGDWA;;;WHIRLPOOL;7891129251854;;;48,20;80,70;51,90;50,47;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRA08BGDWA.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Frigobar Whirlpool wra12akdwa 120l inox frio humedo;1;2415000;;;;;;HEWHWRA12AKDWA;;;WHIRLPOOL;7891129253414;;;48,20;86,20;51,90;53,91;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRA12AKDWA.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Frigobar Whirlpool vintage wra08bzd azul noche 80l f/h + adaptador;1;3046000;;;;;;HEWRA08BZDWA;;;WHIRLPOOL;7891129251861;;;48,20;80,70;51,90;50,47;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRA08BZDWA.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Grillera George foreman gr2080 5 porciones + adaptador;1;292000;;;;;;EDGFGR2080R;;;GEORGE FOREMAN;027043994769;;;33,40;33,50;12,50;3,50;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDGFGR2080R.jpg;;;Marca:GEORGE FOREMAN&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Hamburguesera Progas con tapa mod pr-700gn;1;437000;;;;;;GHP-PR700GN;;;PROGAS;7898466529592;;;45,00;18,00;67,00;15,30;;;3;;;;;;;;HAMBURGUESERA MEDIA PRENSA. ESTRUCTURA EN CHAPA DE ACERO.GAVETA MOVIL CON QUEMADORES TUBULARES.DOS PERILLAS.MEDIA PRENSA EN CHAPA DE ACERO. MANGO EN POLIPROPILENO;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHP-PR700GN.jpg;;;Marca:PROGAS&Producto:PLANCHAS DE COCCION&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Grillera George foreman gr2144 9 porciones + adaptador;1;377000;;;;;;EDGFGR2144P;;;GEORGE FOREMAN;027043994776;;;36,80;47,70;13,20;5,79;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDGFGR2144P.jpg;;;Marca:GEORGE FOREMAN&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Hamburguesera electr. Progas-pr-700e;1;1743000;;;;;;GHAPG-PR700E;;;PROGAS;7898466540610;;;46,00;17,50;67,00;13,48;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHAPG-PR700E.jpg;;;Marca:PROGAS&Producto:PLANCHAS DE COCCION&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Grill Imusa ad talent mod 0383700;1;79000;;;;;;UTIG0383700;;;IMUSA;7702073038371;;;26,50;8,00;45,00;2,39;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIG0383700-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Hamburguesera Progas doble 1prensa a gas mod pr-950gn;1;722000;;;;;;GHP-PR950GN;;;PROGAS;7898466529608;;;45,00;16,00;98,00;24,40;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHP-PR950GN.jpg;;;Marca:PROGAS&Producto:PLANCHAS DE COCCION&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Heladera Tokyo inox frio humedo mod tok450in con dispenser;1;2812000;;;;;;HETOK450IN;;;TOKYO;7841175008605;;;60,00;178,40;70,20;187,86;;;3;;;;;;;;HELADERA 450 LTS CON DISPENSER;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK450IN.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo magna hd-416 frio humedo 2puertas inox con dispenser;1;2812000;;;;;;HETOKMMI320;;;TOKYO;7841175012909;;;65,50;180,30;70,00;206,67;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMMI320.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera comercial Ecosilkon blanca 4ptas-gc4pb/mc4pi;1;11224000;;;;;;GHEGC4PB;;;ECOSILKON;;;;80,00;218,00;135,00;588,60;;;3;;;;;;;;HELADERA COMERCIAL 4 PUERTAS. UTILIZACIòN, CONSERVACIòN DE ALIMENTOS Y BEBIDAS. CAPACIDAD, 700 LITROS. ESTRUCTURA EN CHAPA DE ACERO CON PINTURA BLANCA ANTICORROSIVA. INTERIOR EN CHAPA DE ACERO GALVANIZADO. AISLAMIENTO TERMICO EN POLIURETANO INYECTADO. CONTROLADOR DIGITAL;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHEGC4PB.jpg;;;Marca:ECOSILKON&Producto:REFRIGERACION COMERCIAL&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Heladera Tokyo mod tok452p 2puertas;1;2611000;;;;;;HETOK452P;;;TOKYO;7841175001033;;;65,00;180,90;63,50;186,67;;;3;;;;;;;;CAP.  450 LTS2 PUERTASFRíO HúMEDO TROPICALIZADOESTANTES REGULABLES DE VIDRIO TEMPLADOCRISPER P/ FRUTAS Y VERDURAS1 PARRILLA EN EL CONGELADOR3 ANAQUELES MULTIUSOLUZ INTERIOR CONTROL DE TEMPERATURAMED.  ANCHO  60CM, ALTURA  168CM, PROF.  67CM;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK452P.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod magna hd-416 frio humedo 2puertas blanca ;1;2611000;;;;;;HETOKMM320;;;TOKYO;7841175012886;;;65,50;180,30;70,00;206,67;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMM320.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod magna  hd-341 frio humedo 2puertas inox;1;2180000;;;;;;HETOKMMI257;;;TOKYO;7841175012893;;;58,50;167,40;60,50;148,12;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMMI257.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod tok252p 2puertas 220v-240v/50hz;1;1511000;;;;;;HETOK252P;;;TOKYO;7841175006502;;;52,00;161,00;55,00;115,12;;;3;;;;;;;;250 LTS, 2 PUERTAS, FRIO HúMEDO TROPICALIZADO, ESTANTES REGULABLES DE VIDRIO TEMPLADO, CRISPER P/ FRUTAS Y VERDURAS, 1 PARRILLA EN EL CONGELADOR,3 ANAQUELES MULTIUSO, LUZ INTERIOR,CONTROL DE TEMPERATURA.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK252P.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod magna hd-273 frio humedo  2puertas blanca;1;1480000;;;;;;HETOKMMAGNA;;;TOKYO;7841175012442;;;58,50;145,00;58,50;124,06;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMMAGNA.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod tokh9 76l para oficina 220v 50hz;1;1000000;;;;;;HETOKH9;;;TOKYO;7841175006199;;;47,00;71,50;48,50;40,75;;;3;;;;;;;;HELADERA DE OFICINA 76 LTS.,1 PUERTA,FRIO HúMEDO,2 REJILLAS REMOVIBLES .;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKH9.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod tok45fsd frio seco 2puertas blanca  c/dispenser;1;3223000;;;;;;HETOK45FSD;;;TOKYO;7841175008292;;;64,70;178,00;70,50;202,98;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK45FSD.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod tok45fsid frio seco 2puertas inox  c/dispenser;1;3320000;;;;;;HETOK45FSID;;;TOKYO;7841175010691;;;60,00;178,40;70,20;187,86;;;3;;;;;;;;HELADERA 450 LITROS INOXIDABLE CON DISPENSER;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOK45FSID.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod tokofi 67l para oficina 220v 50hz;1;954000;;;;;;HETOKOFI;;;TOKYO;7841175012374;;;46,50;64,20;54,20;40,45;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKOFI.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Tokyo mod  magna hd-341 frio humedo 2puertas blanca;1;2062000;;;;;;HETOKMM257;;;TOKYO;7841175012879;;;58,50;167,40;60,50;148,12;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HETOKMM257.jpg;;;Marca:TOKYO&Producto:HELADERAS FRIO HUMEDO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool combi wre57ak 443l evox frio seco panel touch;1;7005000;;;;;;HEWHWRE57AKDWC;;;WHIRLPOOL;7891129264205;;;77,00;189,00;79,40;288,88;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRE57AKDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool wrm45ab 400l blanco frio seco panel touch;1;4102000;;;;;;HEWHWRM45ABDWC;;;WHIRLPOOL;7891129266346;;;180,00;65,20;74,70;595,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM45ABDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool french door wro80ckdwa 540l evox frio seco + adaptador;1;8214000;;;;;;HEWHWRO80CKDWA;;;WHIRLPOOL;7891129254091;;;87,00;190,80;81,30;337,39;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRO80CKDWA.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool wrm45ak 400l evox frio seco panel touch;1;4204000;;;;;;HEWHWRM45AKDWC;;;WHIRLPOOL;7891129266353;;;180,00;65,20;74,70;595,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM45AKDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool big foot wre80bkdwa 586l evox frio seco panel touch + adaptad;1;8784000;;;;;;HEWRE80BKDWA;;;WHIRLPOOL;7891129242043;;;77,70;190,50;86,00;318,24;;;3;;;;;;;;HELADERA WHIRLPOOL MOD. WRE80BKDWA 586LTRS, FRIO SECO, PANEL TOUCH, TECNOLOGíA SEXTO SENTIDO, SMART ICE, FREEZER INFERIOR;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWRE80BKDWA.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool wrm54ak 426l evox frio seco panel touch;1;4666000;;;;;;HEWHWRM54AKDWC;;;WHIRLPOOL;7891129266377;;;184,70;62,10;75,50;675,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM54AKDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool wrm54ab 426l blanco frio seco panel touch;1;4614000;;;;;;HEWHWRM54ABDWC;;;WHIRLPOOL;7891129266360;;;184,70;62,10;75,50;675,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM54ABDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool wrm56ak 462l evox frio seco panel touch;1;6585000;;;;;;HEWHWRM56AKDWC;;;WHIRLPOOL;7891129263857;;;70,10;184,00;72,50;233,78;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM56AKDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Heladera Whirlpool wrm56ab 462l blanco frio seco panel touch;1;6477000;;;;;;HEWHWRM56ABDWC;;;WHIRLPOOL;7891129263840;;;70,10;184,00;72,50;233,78;;;3;;;;;;;;, ;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM56ABDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Hervidora Moulinex mod by320a10 soleil 1.7lts;1;264000;;;;;;EDXHBY320A10;;;MOULINEX;3045386380114;;;19,10;24,60;22,10;2,60;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDXHBY320A10-N.jpg;;;Marca:MOULINEX&Producto:JARRAS ELECTRICAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Heladera Whirlpool wrm57ak 500l evox frio seco panel touch;1;7116000;;;;;;HEWHWRM57AKDWC;;;WHIRLPOOL;7891129264328;;;70,10;194,00;72,50;246,49;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/HEWHWRM57AKDWC.jpg;;;Marca:WHIRLPOOL&Producto:HELADERAS FRIO SECO&Segmento:REFRIGERACION&Vendedor:Sara Comercial;;
;Hervidora para mate Arno negra mod kcha 2000w 1.7lts 220v;1;226000;;;;;;EDAHKCHA;;;ARNO;3045386362592;;;20,00;26,00;14,00;1,82;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAHKCHA.jpg;;;Marca:ARNO&Producto:JARRAS ELECTRICAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Hervidora Tokyo albi 1.7l 1850w 220v 50hz;1;62000;;;;;;EDTJTOK17AL;;;TOKYO;7841175008421;;;16,00;25,00;20,00;2,00;;;3;;;;;;;;HERVIDORA  ALBI 1,7 LTS;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTJTOK17AL-N.jpg;;;Marca:TOKYO&Producto:JARRAS ELECTRICAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Horno de conveccion micro elec Turbochef mod eco 220v 50hz-7.4kw;1;50384000;;;;;;GHET-ECO1;;;TURBOCHEF;;;;84,00;61,00;87,00;111,45;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHET-ECO1.jpg;;;Marca:TURBOCHEF&Producto:HORNOS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Hidrolavadora Michelin mpx19ehds 2vel 1900w c/ accesorios;1;1369000;;;;;;EDMILMPX19EHDS;;;MICHELIN;8016287150088;;;36,00;76,00;35,00;23,94;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDMILMPX19EHDS.jpg;;;Marca:MICHELIN&Producto:HIDROLAVADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Hidrolavadora Michelin mpx16e 1600w c/ accesorios;1;758000;;;;;;EDMILMPX16E;;;MICHELIN;8016287150071;;;29,50;50,00;26,50;9,77;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDMILMPX16E.jpg;;;Marca:MICHELIN&Producto:HIDROLAVADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Horno de conveccion micro elec Turbochef double batch-hhd-9500-4-ew-220v 50hz;1;82001000;;;;;;GHET-HHD95004EW;;;TURBOCHEF;;;;102,00;91,00;99,00;229,73;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHET-HHD95004EW.jpg;;;Marca:TURBOCHEF&Producto:HORNOS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Horno de conveccion micro elec Turbochef mod eco 220v 50hz-7.4kw;1;50384000;;;;;;GHET-ECO1TK;;;TURBOCHEF;;;;84,00;61,00;87,00;111,45;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHET-ECO1TK.jpg;;;Marca:TURBOCHEF&Producto:HORNOS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
